Location,Year,Season,Crop_Name,Crop_Type,Area_Sown_Ha,Area_Harvested_Ha,Production_Tonnes,Yield_Kg_Ha,MSP_Rs_Qtl,Revenue_Rs_Lakh,Water_Req_mm,Fertilizer_N_Kg_Ha,Fertilizer_P_Kg_Ha,Fertilizer_K_Kg_Ha,Pesticide_Cost_Rs_Ha,Labor_Days_Ha,Crop_Duration_Days,Sowing_Month,Harvest_Month,Irrigation_Type,Rainfall_Dependency,data_source
Salem,2021,Kharif,Tapioca,Root Crop,17620.0,17420.0,453920.0,26050.0,650.0,29505.0,800.0,80.0,40.0,80.0,1600.0,100.0,300,June,March,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Salem,2021,Kharif,Groundnut,Oilseed,15440.0,15240.0,30784.0,2020.0,5550.0,17085.0,400.0,25.0,50.0,40.0,1800.0,85.0,120,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Salem,2021,Kharif,Cotton,Fiber,13840.0,13640.0,20460.0,1500.0,6080.0,12440.0,600.0,120.0,60.0,40.0,3600.0,120.0,180,June,December,Drip,Medium,"Project baseline dataset (2020-2023, course-provided)"
Salem,2021,Rabi,Sugarcane,Commercial,20240.0,20040.0,1827640.0,91200.0,2900.0,530016.0,1800.0,250.0,80.0,120.0,3200.0,180.0,365,January,December,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2021,Rabi,Banana,Fruit,13420.0,13400.0,268000.0,20000.0,2200.0,58960.0,1400.0,200.0,80.0,160.0,2400.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2021,Rabi,Sunflower,Oilseed,11040.0,10940.0,27350.0,2500.0,5650.0,15453.0,350.0,60.0,30.0,40.0,1400.0,70.0,95,November,February,Rainfed,Medium,"Project baseline dataset (2020-2023, course-provided)"
Salem,2021,Summer,Vegetables,Horticulture,9240.0,9200.0,92460.0,10050.0,2500.0,23115.0,600.0,100.0,80.0,80.0,3200.0,120.0,90,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2021,Summer,Mango,Fruit,7020.0,7000.0,105000.0,15000.0,5200.0,54600.0,800.0,80.0,40.0,60.0,1600.0,80.0,365,Any,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Kharif,Paddy,Cereal,27840.0,27620.0,154672.0,5600.0,1960.0,30332.0,1200.0,120.0,60.0,60.0,2100.0,100.0,145,June,November,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Kharif,Maize,Cereal,21440.0,21220.0,141827.0,6684.0,1962.0,27827.0,480.0,120.0,60.0,40.0,2500.0,68.0,100,June,September,Drip+Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Kharif,Tapioca,Root Crop,18820.0,18620.0,487022.0,26156.0,680.0,33117.0,800.0,80.0,40.0,80.0,1650.0,100.0,300,June,March,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Kharif,Groundnut,Oilseed,16240.0,16040.0,33684.0,2100.0,5850.0,19705.0,400.0,25.0,50.0,40.0,1900.0,85.0,120,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Kharif,Cotton,Fiber,14640.0,14440.0,21660.0,1500.0,6380.0,13818.0,600.0,120.0,60.0,40.0,3800.0,120.0,180,June,December,Drip,Medium,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Rabi,Sugarcane,Commercial,21440.0,21240.0,2010792.0,94668.0,3050.0,612892.0,1800.0,250.0,80.0,120.0,3400.0,180.0,365,January,December,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Rabi,Banana,Fruit,14420.0,14400.0,288000.0,20000.0,2300.0,66240.0,1400.0,200.0,80.0,160.0,2500.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Rabi,Sunflower,Oilseed,11640.0,11540.0,28850.0,2500.0,5850.0,16877.0,350.0,60.0,30.0,40.0,1450.0,70.0,95,November,February,Rainfed,Medium,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Summer,Vegetables,Horticulture,9840.0,9800.0,98490.0,10050.0,2600.0,25607.0,600.0,100.0,80.0,80.0,3300.0,120.0,90,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2022,Summer,Mango,Fruit,7620.0,7600.0,114000.0,15000.0,5400.0,61560.0,800.0,80.0,40.0,60.0,1700.0,80.0,365,Any,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Kharif,Paddy,Cereal,29040.0,28820.0,164274.0,5700.0,2183.0,35884.0,1200.0,120.0,60.0,60.0,2100.0,100.0,145,June,November,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Kharif,Maize,Cereal,22440.0,22220.0,149618.0,6734.0,1962.0,29351.0,480.0,120.0,60.0,40.0,2500.0,68.0,100,June,September,Drip+Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Kharif,Tapioca,Root Crop,19620.0,19420.0,508383.0,26179.0,700.0,35587.0,800.0,80.0,40.0,80.0,1650.0,100.0,300,June,March,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Kharif,Groundnut,Oilseed,17040.0,16840.0,35364.0,2100.0,6377.0,22560.0,400.0,25.0,50.0,40.0,1900.0,85.0,120,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Kharif,Cotton,Fiber,15240.0,15040.0,22560.0,1500.0,6620.0,14931.0,600.0,120.0,60.0,40.0,3800.0,120.0,180,June,December,Drip,Medium,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Rabi,Sugarcane,Commercial,22440.0,22240.0,2125920.0,95582.0,3050.0,648256.0,1800.0,250.0,80.0,120.0,3400.0,180.0,365,January,December,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Rabi,Banana,Fruit,15020.0,15000.0,300000.0,20000.0,2400.0,72000.0,1400.0,200.0,80.0,160.0,2500.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Rabi,Sunflower,Oilseed,12040.0,11940.0,29850.0,2500.0,6015.0,17970.0,350.0,60.0,30.0,40.0,1450.0,70.0,95,November,February,Rainfed,Medium,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Summer,Vegetables,Horticulture,10440.0,10400.0,104520.0,10050.0,2700.0,28220.0,600.0,100.0,80.0,80.0,3300.0,120.0,90,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2023,Summer,Mango,Fruit,8020.0,8000.0,120000.0,15000.0,5500.0,66000.0,800.0,80.0,40.0,60.0,1700.0,80.0,365,Any,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Salem,2024,Kharif,Paddy,Cereal,29911.2,29684.6,174278.3,5871.0,2248.49,39186.3,1236.0,123.6,61.8,61.8,2163.0,103.0,145,June,November,Flood,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Kharif,Maize,Cereal,23113.2,22886.6,158741.9,6936.02,2020.86,32079.5,494.4,123.6,61.8,41.2,2575.0,70.04,100,June,September,Drip+Flood,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Kharif,Tapioca,Root Crop,20208.6,20002.6,539357.5,26964.37,721.0,38887.7,824.0,82.4,41.2,82.4,1699.5,103.0,300,June,March,Rainfed,High,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Kharif,Groundnut,Oilseed,17551.2,17345.2,37517.7,2163.0,6568.31,24642.8,412.0,25.75,51.5,41.2,1957.0,87.55,120,June,October,Rainfed,High,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Kharif,Cotton,Fiber,15697.2,15491.2,23933.9,1545.0,6818.6,16319.6,618.0,123.6,61.8,41.2,3914.0,123.6,180,June,December,Drip,Medium,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Rabi,Sugarcane,Commercial,23113.2,22907.2,2255201.5,98449.46,3141.5,708471.5,1854.0,257.5,82.4,123.6,3502.0,185.4,365,January,December,Drip,Very Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Rabi,Banana,Fruit,15470.6,15450.0,318270.0,20600.0,2472.0,78676.3,1442.0,206.0,82.4,164.8,2575.0,164.8,365,Any,Any,Drip,Very Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Rabi,Sunflower,Oilseed,12401.2,12298.2,31667.9,2575.0,6195.45,19619.7,360.5,61.8,30.9,41.2,1493.5,72.1,95,November,February,Rainfed,Medium,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Summer,Vegetables,Horticulture,10753.2,10712.0,110885.3,10351.5,2781.0,30837.2,618.0,103.0,82.4,82.4,3399.0,123.6,90,February,May,Drip,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Salem,2024,Summer,Mango,Fruit,8260.6,8240.0,127308.0,15450.0,5665.0,72120.0,824.0,82.4,41.2,61.8,1751.0,82.4,365,Any,May,Drip,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
