Location,Year,Season,Crop_Name,Crop_Type,Area_Sown_Ha,Area_Harvested_Ha,Production_Tonnes,Yield_Kg_Ha,MSP_Rs_Qtl,Revenue_Rs_Lakh,Water_Req_mm,Fertilizer_N_Kg_Ha,Fertilizer_P_Kg_Ha,Fertilizer_K_Kg_Ha,Pesticide_Cost_Rs_Ha,Labor_Days_Ha,Crop_Duration_Days,Sowing_Month,Harvest_Month,Irrigation_Type,Rainfall_Dependency,data_source
Coimbatore,2020,Summer,Banana,Fruit,6840.0,6820.0,136400.0,20000.0,2200.0,30008.0,1400.0,200.0,80.0,160.0,2400.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Kharif,Maize,Cereal,30240.0,30020.0,196930.0,6560.0,1870.0,36826.0,480.0,120.0,60.0,40.0,2400.0,68.0,100,June,September,Drip+Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Kharif,Sugarcane,Commercial,24640.0,24420.0,2247240.0,92010.0,2900.0,651698.0,1800.0,250.0,80.0,120.0,3200.0,180.0,365,January,December,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Kharif,Groundnut,Oilseed,19840.0,19640.0,40258.0,2051.0,5550.0,22343.0,400.0,25.0,50.0,40.0,1800.0,85.0,120,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Kharif,Cotton,Fiber,18240.0,18020.0,27030.0,1500.0,6080.0,16434.0,600.0,120.0,60.0,40.0,3600.0,120.0,180,June,December,Drip,Medium,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Kharif,Sorghum,Cereal,13640.0,13520.0,40560.0,3000.0,3180.0,12898.0,350.0,80.0,40.0,30.0,1200.0,65.0,110,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Rabi,Paddy,Cereal,26840.0,26620.0,143748.0,5400.0,1868.0,26852.0,1200.0,120.0,60.0,60.0,2000.0,100.0,145,November,March,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Rabi,Wheat,Cereal,9240.0,9180.0,36720.0,4000.0,2015.0,7397.0,450.0,120.0,60.0,40.0,1400.0,80.0,120,November,March,Sprinkler,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Rabi,Turmeric,Spice,7240.0,7160.0,71600.0,10000.0,7500.0,53700.0,1100.0,150.0,60.0,100.0,2800.0,140.0,270,January,October,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Rabi,Sunflower,Oilseed,10840.0,10740.0,26850.0,2500.0,5650.0,15170.0,350.0,60.0,30.0,40.0,1400.0,70.0,95,November,February,Rainfed,Medium,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Summer,Vegetables,Horticulture,9040.0,9000.0,90450.0,10050.0,2500.0,22613.0,600.0,100.0,80.0,80.0,3200.0,120.0,90,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2021,Summer,Banana,Fruit,7240.0,7220.0,144400.0,20000.0,2200.0,31768.0,1400.0,200.0,80.0,160.0,2400.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Kharif,Maize,Cereal,31840.0,31620.0,210180.0,6644.0,1962.0,41219.0,480.0,120.0,60.0,40.0,2500.0,68.0,100,June,September,Drip+Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Kharif,Sugarcane,Commercial,25840.0,25620.0,2381460.0,92956.0,3050.0,726345.0,1800.0,250.0,80.0,120.0,3400.0,180.0,365,January,December,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Kharif,Groundnut,Oilseed,20640.0,20440.0,42924.0,2100.0,5850.0,25111.0,400.0,25.0,50.0,40.0,1900.0,85.0,120,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Kharif,Cotton,Fiber,19040.0,18820.0,28230.0,1500.0,6380.0,17971.0,600.0,120.0,60.0,40.0,3800.0,120.0,180,June,December,Drip,Medium,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Kharif,Sorghum,Cereal,14240.0,14120.0,42360.0,3000.0,3340.0,14138.0,350.0,80.0,40.0,30.0,1250.0,65.0,110,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Rabi,Paddy,Cereal,28240.0,28020.0,154110.0,5500.0,1960.0,30204.0,1200.0,120.0,60.0,60.0,2100.0,100.0,145,November,March,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Rabi,Wheat,Cereal,9840.0,9780.0,39120.0,4000.0,2015.0,7879.0,450.0,120.0,60.0,40.0,1450.0,80.0,120,November,March,Sprinkler,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Rabi,Turmeric,Spice,7640.0,7560.0,75600.0,10000.0,8250.0,62370.0,1100.0,150.0,60.0,100.0,2900.0,140.0,270,January,October,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Rabi,Sunflower,Oilseed,11440.0,11340.0,28350.0,2500.0,5850.0,16585.0,350.0,60.0,30.0,40.0,1450.0,70.0,95,November,February,Rainfed,Medium,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Summer,Vegetables,Horticulture,9640.0,9600.0,96480.0,10050.0,2600.0,25085.0,600.0,100.0,80.0,80.0,3300.0,120.0,90,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2022,Summer,Banana,Fruit,7640.0,7620.0,152400.0,20000.0,2300.0,35052.0,1400.0,200.0,80.0,160.0,2500.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Kharif,Maize,Cereal,33240.0,33020.0,222284.0,6731.0,1962.0,43589.0,480.0,120.0,60.0,40.0,2500.0,68.0,100,June,September,Drip+Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Kharif,Sugarcane,Commercial,27040.0,26820.0,2515260.0,93782.0,3050.0,766955.0,1800.0,250.0,80.0,120.0,3400.0,180.0,365,January,December,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Kharif,Groundnut,Oilseed,21440.0,21240.0,44604.0,2100.0,6377.0,28453.0,400.0,25.0,50.0,40.0,1900.0,85.0,120,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Kharif,Cotton,Fiber,19840.0,19620.0,29430.0,1500.0,6620.0,19466.0,600.0,120.0,60.0,40.0,3800.0,120.0,180,June,December,Drip,Medium,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Kharif,Sorghum,Cereal,14840.0,14720.0,44160.0,3000.0,3360.0,14838.0,350.0,80.0,40.0,30.0,1250.0,65.0,110,June,October,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Rabi,Paddy,Cereal,29640.0,29420.0,164752.0,5600.0,2183.0,36023.0,1200.0,120.0,60.0,60.0,2100.0,100.0,145,November,March,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Rabi,Wheat,Cereal,10240.0,10180.0,40720.0,4000.0,2275.0,9264.0,450.0,120.0,60.0,40.0,1450.0,80.0,120,November,March,Sprinkler,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Rabi,Turmeric,Spice,8040.0,7960.0,79600.0,10000.0,8350.0,66466.0,1100.0,150.0,60.0,100.0,2900.0,140.0,270,January,October,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Rabi,Sunflower,Oilseed,11840.0,11740.0,29350.0,2500.0,6015.0,17654.0,350.0,60.0,30.0,40.0,1450.0,70.0,95,November,February,Rainfed,Medium,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Summer,Vegetables,Horticulture,10040.0,10000.0,100500.0,10050.0,2700.0,27135.0,600.0,100.0,80.0,80.0,3300.0,120.0,90,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2023,Summer,Banana,Fruit,8040.0,8020.0,160400.0,20000.0,2400.0,38496.0,1400.0,200.0,80.0,160.0,2500.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Coimbatore,2024,Kharif,Maize,Cereal,34237.2,34010.6,235793.1,6932.93,2020.86,47650.5,494.4,123.6,61.8,41.2,2575.0,70.04,100,June,September,Drip+Flood,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Kharif,Sugarcane,Commercial,27851.2,27624.6,2668410.9,96595.46,3141.5,838281.3,1854.0,257.5,82.4,123.6,3502.0,185.4,365,January,December,Drip,Very Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Kharif,Groundnut,Oilseed,22083.2,21877.2,47320.4,2163.0,6568.31,31081.5,412.0,25.75,51.5,41.2,1957.0,87.55,120,June,October,Rainfed,High,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Kharif,Cotton,Fiber,20435.2,20208.6,31222.3,1545.0,6818.6,21289.2,618.0,123.6,61.8,41.2,3914.0,123.6,180,June,December,Drip,Medium,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Kharif,Sorghum,Cereal,15285.2,15161.6,46849.3,3090.0,3460.8,16213.6,360.5,82.4,41.2,30.9,1287.5,66.95,110,June,October,Rainfed,High,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Rabi,Paddy,Cereal,30529.2,30302.6,174785.4,5768.0,2248.49,39300.3,1236.0,123.6,61.8,61.8,2163.0,103.0,145,November,March,Flood,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Rabi,Wheat,Cereal,10547.2,10485.4,43199.8,4120.0,2343.25,10122.8,463.5,123.6,61.8,41.2,1493.5,82.4,120,November,March,Sprinkler,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Rabi,Turmeric,Spice,8281.2,8198.8,84447.6,10300.0,8600.5,72629.2,1133.0,154.5,61.8,103.0,2987.0,144.2,270,January,October,Drip,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Rabi,Sunflower,Oilseed,12195.2,12092.2,31137.4,2575.0,6195.45,19291.0,360.5,61.8,30.9,41.2,1493.5,72.1,95,November,February,Rainfed,Medium,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Summer,Vegetables,Horticulture,10341.2,10300.0,106620.4,10351.5,2781.0,29651.1,618.0,103.0,82.4,82.4,3399.0,123.6,90,February,May,Drip,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Coimbatore,2024,Summer,Banana,Fruit,8281.2,8260.6,170168.4,20600.0,2472.0,42065.6,1442.0,206.0,82.4,164.8,2575.0,164.8,365,Any,Any,Drip,Very Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
