Location,Year,Season,Crop_Name,Crop_Type,Area_Sown_Ha,Area_Harvested_Ha,Production_Tonnes,Yield_Kg_Ha,MSP_Rs_Qtl,Revenue_Rs_Lakh,Water_Req_mm,Fertilizer_N_Kg_Ha,Fertilizer_P_Kg_Ha,Fertilizer_K_Kg_Ha,Pesticide_Cost_Rs_Ha,Labor_Days_Ha,Crop_Duration_Days,Sowing_Month,Harvest_Month,Irrigation_Type,Rainfall_Dependency,data_source
Pollachi,2022,Kharif,Vegetables,Horticulture,9620.0,9580.0,96279.0,10050.0,2600.0,25033.0,600.0,100.0,80.0,80.0,3300.0,120.0,90,June,September,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2022,Rabi,Paddy,Cereal,27840.0,27620.0,157434.0,5700.0,1960.0,30877.0,1200.0,120.0,60.0,60.0,2100.0,100.0,145,November,March,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2022,Rabi,Groundnut,Oilseed,15840.0,15640.0,32594.0,2084.0,5850.0,19068.0,400.0,25.0,50.0,40.0,1900.0,85.0,120,November,February,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2022,Rabi,Turmeric,Spice,11840.0,11740.0,117400.0,10000.0,8250.0,96855.0,1100.0,150.0,60.0,100.0,2900.0,140.0,270,January,October,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2022,Summer,Maize,Cereal,14640.0,14520.0,97772.0,6733.0,1962.0,19183.0,480.0,120.0,60.0,40.0,2500.0,68.0,100,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2022,Summer,Fodder Crops,Fodder,7640.0,7620.0,152400.0,20000.0,840.0,12802.0,500.0,60.0,30.0,40.0,840.0,50.0,90,February,May,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Kharif,Coconut,Plantation,33240.0,33220.0,996600.0,30000.0,2800.0,279048.0,1200.0,100.0,40.0,140.0,1900.0,60.0,365,Any,Any,Drip+Flood,Medium,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Kharif,Paddy,Cereal,27040.0,26820.0,157158.0,5860.0,2183.0,34308.0,1200.0,120.0,60.0,60.0,2100.0,100.0,145,June,November,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Kharif,Banana,Fruit,21620.0,21600.0,432000.0,20000.0,2400.0,103680.0,1400.0,200.0,80.0,160.0,2500.0,160.0,365,Any,Any,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Kharif,Sugarcane,Commercial,18040.0,17840.0,1692664.0,94882.0,3050.0,516262.0,1800.0,250.0,80.0,120.0,3400.0,180.0,365,January,December,Drip,Very Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Kharif,Vegetables,Horticulture,10020.0,9980.0,100299.0,10050.0,2700.0,27081.0,600.0,100.0,80.0,80.0,3300.0,120.0,90,June,September,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Rabi,Paddy,Cereal,28840.0,28620.0,166236.0,5808.0,2183.0,36290.0,1200.0,120.0,60.0,60.0,2100.0,100.0,145,November,March,Flood,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Rabi,Groundnut,Oilseed,16440.0,16240.0,33292.0,2050.0,6377.0,21239.0,400.0,25.0,50.0,40.0,1900.0,85.0,120,November,February,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Rabi,Turmeric,Spice,12240.0,12140.0,121400.0,10000.0,8350.0,101419.0,1100.0,150.0,60.0,100.0,2900.0,140.0,270,January,October,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Summer,Maize,Cereal,15240.0,15120.0,101958.0,6742.0,1962.0,20004.0,480.0,120.0,60.0,40.0,2500.0,68.0,100,February,May,Drip,Low,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2023,Summer,Fodder Crops,Fodder,8040.0,8020.0,160400.0,20000.0,860.0,13794.0,500.0,60.0,30.0,40.0,860.0,50.0,90,February,May,Rainfed,High,"Project baseline dataset (2020-2023, course-provided)"
Pollachi,2024,Kharif,Coconut,Plantation,34237.2,34216.6,1057292.9,30900.0,2884.0,304923.3,1236.0,103.0,41.2,144.2,1957.0,61.8,365,Any,Any,Drip+Flood,Medium,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Kharif,Paddy,Cereal,27851.2,27624.6,166736.6,6035.8,2248.49,37490.5,1236.0,123.6,61.8,61.8,2163.0,103.0,145,June,November,Flood,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Kharif,Banana,Fruit,22268.6,22248.0,458308.8,20600.0,2472.0,113293.9,1442.0,206.0,82.4,164.8,2575.0,164.8,365,Any,Any,Drip,Very Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Kharif,Sugarcane,Commercial,18581.2,18375.2,1795780.0,97728.46,3141.5,564144.3,1854.0,257.5,82.4,123.6,3502.0,185.4,365,January,December,Drip,Very Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Kharif,Vegetables,Horticulture,10320.6,10279.4,106407.2,10351.5,2781.0,29591.8,618.0,103.0,82.4,82.4,3399.0,123.6,90,June,September,Drip,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Rabi,Paddy,Cereal,29705.2,29478.6,176348.1,5982.24,2248.49,39651.7,1236.0,123.6,61.8,61.8,2163.0,103.0,145,November,March,Flood,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Rabi,Groundnut,Oilseed,16933.2,16727.2,35319.5,2111.5,6568.31,23198.9,412.0,25.75,51.5,41.2,1957.0,87.55,120,November,February,Rainfed,High,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Rabi,Turmeric,Spice,12607.2,12504.2,128793.3,10300.0,8600.5,110768.6,1133.0,154.5,61.8,103.0,2987.0,144.2,270,January,October,Drip,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Summer,Maize,Cereal,15697.2,15573.6,108147.1,6944.26,2020.86,21855.0,494.4,123.6,61.8,41.2,2575.0,70.04,100,February,May,Drip,Low,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
Pollachi,2024,Summer,Fodder Crops,Fodder,8281.2,8260.6,170168.4,20600.0,885.8,15073.5,515.0,61.8,30.9,41.2,885.8,51.5,90,February,May,Rainfed,High,"Estimated (2024) - live download attempted from data.gov.in API (403), CGWB gwdata portal (maintenance mode), data.gov.in catalog (robots.txt blocked), agmarknet.gov.in (403); all unreachable from this environment on 2026-09-17. Value = 2023 actual x ~1.061 growth factor (set in a prior session)."
